none,phi4_ab1p_psg_batch,0,3512,92.87,6a1b_py_sketch_generator,,0,665,failure,0.0,4177,6a1b5482,psg,phi4-ab1
none,phi4_ab2p_sg_batch,0,5165,105.77,7228_sketch_generator,,0,8087,failure,0.0,13252,72282cd0,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4818,98.88,f4ba_sketch_generator,,0,7607,failure,0.0,12425,f4ba5d75,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,3870,74.62,fcd2_sketch_generator,,0,5232,failure,0.0,9102,fcd2ca4c,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5294,108.18,7239_sketch_generator,,0,7722,failure,0.0,13016,72399db8,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4745,97.36,8dcf_sketch_generator,,0,7727,failure,0.0,12472,8dcf1a7b,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4785,97.26,f4ac_sketch_generator,,0,7632,failure,0.0,12417,f4ac4a93,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4941,100.02,fd92_sketch_generator,,0,7542,failure,0.0,12483,fd92b9d4,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4685,96.16,47e5_sketch_generator,,0,7507,failure,0.0,12192,47e59971,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4233,84.09,94ce_sketch_generator,,0,7412,failure,0.0,11645,94ce654f,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5083,103.96,10d2_sketch_generator,,0,7712,failure,0.0,12795,10d22820,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4337,83.92,7c74_sketch_generator,,0,5387,failure,0.0,9724,7c74f887,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5321,108.67,ba3a_sketch_generator,,0,7907,failure,0.0,13228,ba3a4d73,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4642,94.27,703e_sketch_generator,,0,7692,failure,0.0,12334,703eb1b0,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4164,84.07,8474_sketch_generator,,0,7922,failure,0.0,12086,8474815e,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4972,102.27,da1d_sketch_generator,,0,7842,failure,0.0,12814,da1d4e9d,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4618,95.64,8eb0_sketch_generator,,0,7747,failure,0.0,12365,8eb0fdd8,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4372,85.28,3c31_sketch_generator,,0,5527,failure,0.0,9899,3c316560,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,5088,97.53,f426_sketch_generator,,0,5332,failure,0.0,10420,f426d024,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4471,90.32,f95f_sketch_generator,,0,7627,failure,0.0,12098,f95fa0c7,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4882,99.33,d983_sketch_generator,,0,7732,failure,0.0,12614,d9838875,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4345,88.29,12cd_sketch_generator,,0,7647,failure,0.0,11992,12cd6d40,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4793,96.96,dcf0_sketch_generator,,0,7577,failure,0.0,12370,dcf034d3,sg,phi4-ab2
none,phi4_ab2p_sg_batch,0,4380,88.77,1111_sketch_generator,,0,7612,failure,0.0,11992,1111d90b,sg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,3762,69.57,57ef_tpu_sketch_generator,,0,1864,success,0.0,5626,57ef3d53,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,917,16.93,4655_tpu_sketch_generator,,0,466,success,0.0,1383,465520e2,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1907,35.5,6a28_tpu_sketch_generator,,0,932,success,0.0,2839,6a2811dd,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4828,89.21,43ce_tpu_sketch_generator,,0,2330,failure,0.0,7158,43ce3549,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,867,16.05,9086_tpu_sketch_generator,,0,466,success,0.0,1333,90863e6a,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4502,83.34,f3d6_tpu_sketch_generator,,0,2330,success,0.0,6832,f3d6f579,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1934,35.78,453a_tpu_sketch_generator,,0,932,success,0.0,2866,453a3b41,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1808,33.43,113a_tpu_sketch_generator,,0,932,success,0.0,2740,113a8492,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1701,31.4,ad40_tpu_sketch_generator,,0,932,success,0.0,2633,ad409230,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4668,86.19,5d06_tpu_sketch_generator,,0,2330,failure,0.0,6998,5d06b8cf,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,820,15.12,da66_tpu_sketch_generator,,0,466,success,0.0,1286,da665492,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4340,79.72,b130_tpu_sketch_generator,,0,2330,failure,0.0,6670,b130a139,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1850,34.1,e8de_tpu_sketch_generator,,0,932,success,0.0,2782,e8def055,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,3298,60.85,7dc3_tpu_sketch_generator,,0,1864,success,0.0,5162,7dc33cb9,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,803,14.83,c5a7_tpu_sketch_generator,,0,466,success,0.0,1269,c5a7bf89,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,3327,61.3,1beb_tpu_sketch_generator,,0,1864,success,0.0,5191,1beb1916,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,835,15.49,d119_tpu_sketch_generator,,0,466,success,0.0,1301,d1194222,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1995,37.06,72ae_tpu_sketch_generator,,0,932,success,0.0,2927,72aea9e2,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4827,89.54,224d_tpu_sketch_generator,,0,2330,success,0.0,7157,224d023f,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,3812,70.92,61a3_tpu_sketch_generator,,0,1864,success,0.0,5676,61a3ca35,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1081,20.19,fb9e_tpu_sketch_generator,,0,466,success,0.0,1547,fb9ed608,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,2561,47.22,d268_tpu_sketch_generator,,0,1398,success,0.0,3959,d2683298,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1776,32.79,7e1f_tpu_sketch_generator,,0,932,success,0.0,2708,7e1f8925,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4576,84.53,b25c_tpu_sketch_generator,,0,2330,failure,0.0,6906,b25c9897,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1735,32.23,a24e_tpu_sketch_generator,,0,932,success,0.0,2667,a24eff4d,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,2556,47.28,5e44_tpu_sketch_generator,,0,1398,success,0.0,3954,5e44fc5d,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,3622,67.2,04f0_tpu_sketch_generator,,0,1864,success,0.0,5486,04f0b860,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,1010,18.86,ddfb_tpu_sketch_generator,,0,466,success,0.0,1476,ddfba499,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,809,15.0,fc55_tpu_sketch_generator,,0,466,success,0.0,1275,fc5568f3,tpusg,phi4-ab2
none,phi4_ab2p_tpusg_batch,0,4553,84.32,429c_tpu_sketch_generator,,0,2330,success,0.0,6883,429c5c1b,tpusg,phi4-ab2
none,qwen2.5-coder:32b_ab1q_psg_batch,0,729,80.2,2757_py_sketch_generator,,0,152,success,0.0,881,275746f9,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,822,32.24,9b17_py_sketch_generator,,0,152,success,0.0,974,9b17d199,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2812,110.35,6775_py_sketch_generator,,0,608,success,0.0,3420,67751551,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,716,28.08,0808_py_sketch_generator,,0,152,success,0.0,868,0808fece,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,1603,62.7,58e1_py_sketch_generator,,0,304,success,0.0,1907,58e1c9f4,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,765,30.08,3e62_py_sketch_generator,,0,152,success,0.0,917,3e620ac1,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,782,30.69,5f97_py_sketch_generator,,0,152,success,0.0,934,5f97f27c,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2978,116.26,53fe_py_sketch_generator,,0,608,success,0.0,3586,53fef6c9,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2113,82.71,7fd1_py_sketch_generator,,0,456,success,0.0,2569,7fd116a0,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2135,83.62,5191_py_sketch_generator,,0,456,success,0.0,2591,5191c008,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3605,141.04,7523_py_sketch_generator,,0,760,failure,0.0,4365,7523bd7d,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3680,143.35,2cb8_py_sketch_generator,,0,760,failure,0.0,4440,2cb8a46e,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2869,112.46,a087_py_sketch_generator,,0,608,success,0.0,3477,a0872453,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3057,120.21,a8a9_py_sketch_generator,,0,608,success,0.0,3665,a8a97f32,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,1515,59.4,e54d_py_sketch_generator,,0,304,success,0.0,1819,e54dde56,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3674,143.89,7cae_py_sketch_generator,,0,760,success,0.0,4434,7cae8b79,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3710,145.02,7df6_py_sketch_generator,,0,760,failure,0.0,4470,7df6f34d,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,713,27.99,36ea_py_sketch_generator,,0,152,success,0.0,865,36ea838f,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,730,28.64,487a_py_sketch_generator,,0,152,success,0.0,882,487afb89,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3712,145.11,04b4_py_sketch_generator,,0,760,failure,0.0,4472,04b4b10a,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2933,114.53,5518_py_sketch_generator,,0,608,success,0.0,3541,55185c68,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3653,142.75,c21e_py_sketch_generator,,0,760,failure,0.0,4413,c21e4075,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2054,80.05,305f_py_sketch_generator,,0,456,success,0.0,2510,305fdf97,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,3596,140.77,7281_py_sketch_generator,,0,760,failure,0.0,4356,728145f5,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,1437,56.12,3ac4_py_sketch_generator,,0,304,success,0.0,1741,3ac4fb62,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2158,84.32,998c_py_sketch_generator,,0,456,success,0.0,2614,998cf9b5,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,753,30.47,bd46_py_sketch_generator,,0,152,success,0.0,905,bd46f06d,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,740,29.07,bfde_py_sketch_generator,,0,152,success,0.0,892,bfde5f83,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,754,29.6,1f13_py_sketch_generator,,0,152,success,0.0,906,1f13cc6d,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_psg_batch,0,2205,86.42,edc5_py_sketch_generator,,0,456,success,0.0,2661,edc559c1,psg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4688,219.65,690d_sketch_generator,,0,1863,failure,0.0,6551,690d13b0,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5077,192.91,2d2d_sketch_generator,,0,1723,failure,0.0,6800,2d2df361,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4884,186.05,4137_sketch_generator,,0,1778,failure,0.0,6662,4137a55f,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5064,192.43,e9fe_sketch_generator,,0,1843,failure,0.0,6907,e9fe086c,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4501,171.04,20fd_sketch_generator,,0,1888,failure,0.0,6389,20fdbda3,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5055,199.94,d435_sketch_generator,,0,1758,failure,0.0,6813,d4359769,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5167,210.87,ff22_sketch_generator,,0,1638,failure,0.0,6805,ff223b5c,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5551,226.86,a708_sketch_generator,,0,1818,failure,0.0,7369,a7087bdc,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4608,184.43,0985_sketch_generator,,0,2103,failure,0.0,6711,0985941f,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5457,207.72,8f72_sketch_generator,,0,1793,failure,0.0,7250,8f727337,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4689,178.57,757e_sketch_generator,,0,2013,failure,0.0,6702,757e4ad7,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4652,178.07,a73f_sketch_generator,,0,1818,failure,0.0,6470,a73fd928,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4543,173.2,9578_sketch_generator,,0,1798,failure,0.0,6341,9578c434,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5641,215.96,84a2_sketch_generator,,0,2158,failure,0.0,7799,84a26c81,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5262,200.46,b0b0_sketch_generator,,0,1773,failure,0.0,7035,b0b0f173,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5179,205.12,0c46_sketch_generator,,0,1803,failure,0.0,6982,0c461562,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4904,200.7,7174_sketch_generator,,0,1813,failure,0.0,6717,7174a74a,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4840,197.74,86e5_sketch_generator,,0,1758,failure,0.0,6598,86e597cd,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5338,211.5,9c77_sketch_generator,,0,1883,failure,0.0,7221,9c775658,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5300,202.38,dd45_sketch_generator,,0,2133,failure,0.0,7433,dd45ef2f,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4851,184.34,3696_sketch_generator,,0,2003,failure,0.0,6854,3696bd14,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5062,193.45,e741_sketch_generator,,0,1823,failure,0.0,6885,e7417854,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5009,195.31,9244_sketch_generator,,0,1923,failure,0.0,6932,92447287,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5205,203.02,15ec_sketch_generator,,0,1903,failure,0.0,7108,15ecefa2,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,5161,203.02,2b54_sketch_generator,,0,1878,failure,0.0,7039,2b540fd6,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4716,184.38,b148_sketch_generator,,0,1758,failure,0.0,6474,b1487eab,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4784,183.5,9b4c_sketch_generator,,0,2233,failure,0.0,7017,9b4c0fa5,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4795,183.9,bcc8_sketch_generator,,0,1768,failure,0.0,6563,bcc87508,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4594,176.56,1f2e_sketch_generator,,0,1758,failure,0.0,6352,1f2e4de1,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_sg_batch,0,4723,182.75,65d4_sketch_generator,,0,1913,failure,0.0,6636,65d4aa05,sg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,3620,174.68,7c6d_tpu_sketch_generator,,0,720,success,0.0,4340,7c6dfa6e,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,3410,125.92,c838_tpu_sketch_generator,,0,900,failure,0.0,4310,c838b56b,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,717,26.71,1a69_tpu_sketch_generator,,0,180,success,0.0,897,1a697c0c,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,1865,75.59,a967_tpu_sketch_generator,,0,360,success,0.0,2225,a967c3c5,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,2288,93.1,145c_tpu_sketch_generator,,0,540,success,0.0,2828,145c162d,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,3690,150.06,b380_tpu_sketch_generator,,0,900,failure,0.0,4590,b380bc76,tpusg,q32-ab1
none,qwen2.5-coder:32b_ab1q_tpusg_batch,0,1429,57.71,90f5_tpu_sketch_generator,,0,360,success,0.0,1789,90f55eed,tpusg,q32-ab1
